blade_id,turbine_id,blade_type,length_m
B05933,T0110,Type-B,61.0
B05934,T0136,Type-E,61.0
B05935,T0169,Type-E,55.0
B05936,T0051,Type-B,61.0
B05937,T0183,Type-C,58.0
B05938,T0087,Type-B,61.0
B05939,T0034,Type-C,55.0
B05940,T0193,Type-E,58.0
B05941,T0139,Type-E,60.0
B05942,T0175,Type-D,60.0
B05943,T0118,Type-E,55.0
B05944,T0184,Type-C,55.0
B05945,T0067,Type-A,55.0
B05946,T0009,Type-C,60.0
B05947,T0019,Type-E,58.0
B05948,T0094,Type-D,55.0
B05949,T0181,Type-E,60.0
B05950,T0101,Type-E,55.0
B05951,T0054,Type-D,60.0
B05952,T0043,Type-B,61.0
B05953,T0097,Type-D,60.0
B05954,T0036,Type-D,58.0
B05955,T0002,Type-B,55.0
B05956,T0014,Type-C,61.0
B05957,T0076,Type-D,62.5
B05958,T0069,Type-B,62.5
B05959,T0010,Type-C,61.0
B05960,T0194,Type-D,60.0
B05961,T0183,Type-A,58.0
B05962,T0044,Type-A,62.5
B05963,T0027,Type-D,55.0
B05964,T0087,Type-E,58.0
B05965,T0026,Type-A,62.5
B05966,T0013,Type-C,58.0
B05967,T0155,Type-A,60.0
B05968,T0029,Type-E,60.0
B05969,T0058,Type-E,61.0
B05970,T0002,Type-C,58.0
B05971,t0135,Type-C,58.0
B05972,T0195,Type-C,62.5
B05973,T0196,Type-B ,55.0
B05974,T0106,Type-A,60.0
B05975,T0068,Type-A,61.0
B05976,T0087,Type-A,61.0
B05977,T0164,Type-B,55.0
B05978,t0120,Type-D,58.0
B05979,T0163,Type-A,62.5
B05980,T0078,Type-D,62.5
B05981,T0173,Type-C,55.0
B05982,T0083,Type-D,58.0
B05983,T0196,Type-D,60.0
B05984,t0019,Type-D,60.0
B05985,T0093,Type-B,60.0
B05986,T0046,Type-C,55.0
B05987,T0188,Type-C,60.0
B05988,T0018,Type-C,55.0
B05989,T0125,Type-C,60.0
B05990,T0087,Type-A,61.0
B05991,T0099,Type-A,58.0
B05992,T0054,Type-C,55.0
B05993,T0015,Type-D,58.0
B05994,T0008,Type-A,62.5
B05995,T0088,Type-B,62.5
B05996,T0047,Type-B,58.0
B05997,t0069,Type-A,60.0
B05998,T0134,Type-C,60.0
B05999,T0068,Type-D,55.0
